Match_Id,Batsman,Team,Runs,Balls_Faced
1,BB McCullum,Kolkata Knight Riders,158,73
1,RT Ponting,Kolkata Knight Riders,20,20
1,P Kumar,Royal Challengers Bangalore,18,15
1,DJ Hussey,Kolkata Knight Riders,12,12
1,SC Ganguly,Kolkata Knight Riders,10,12
1,AA Noffke,Royal Challengers Bangalore,9,10
1,JH Kallis,Royal Challengers Bangalore,8,7
1,MV Boucher,Royal Challengers Bangalore,7,9
1,W Jaffer,Royal Challengers Bangalore,6,16
1,CL White,Royal Challengers Bangalore,6,10
1,Mohammad Hafeez,Kolkata Knight Riders,5,3
1,Z Khan,Royal Challengers Bangalore,3,8
1,SB Joshi,Royal Challengers Bangalore,3,6
1,R Dravid,Royal Challengers Bangalore,2,3
1,V Kohli,Royal Challengers Bangalore,1,5
1,B Akhil,Royal Challengers Bangalore,0,2
2,MEK Hussey,Chennai Super Kings,116,54
2,JR Hopes,Kings XI Punjab,71,33
2,KC Sangakkara,Kings XI Punjab,54,33
2,SK Raina,Chennai Super Kings,32,13
2,S Badrinath,Chennai Super Kings,31,14
2,ML Hayden,Chennai Super Kings,25,17
2,K Goel,Kings XI Punjab,24,19
2,Yuvraj Singh,Kings XI Punjab,23,13
2,SM Katich,Kings XI Punjab,21,17
2,PA Patel,Chennai Super Kings,15,10
2,JDP Oram,Chennai Super Kings,13,10
2,IK Pathan,Kings XI Punjab,3,5
2,MS Dhoni,Chennai Super Kings,2,3
3,G Gambhir,Delhi Daredevils,58,46
3,S Dhawan,Delhi Daredevils,52,41
3,RA Jadeja,Rajasthan Royals,29,23
3,D Salunkhe,Rajasthan Royals,26,20
3,SR Watson,Rajasthan Royals,21,15
3,SK Warne,Rajasthan Royals,14,13
3,V Sehwag,Delhi Daredevils,12,4
3,YK Pathan,Rajasthan Royals,10,5
3,M Kaif,Rajasthan Royals,9,19
3,T Kohli,Rajasthan Royals,7,12
3,SK Trivedi,Rajasthan Royals,3,7
3,M Rawat,Rajasthan Royals,2,4
3,DS Lehmann,Rajasthan Royals,1,2
4,RV Uthappa,Mumbai Indians,48,38
4,MV Boucher,Royal Challengers Bangalore,39,19
4,R Dravid,Royal Challengers Bangalore,32,33
4,ST Jayasuriya,Mumbai Indians,29,16
4,SM Pollock,Mumbai Indians,28,12
4,JH Kallis,Royal Challengers Bangalore,25,24
4,LRPL Taylor,Royal Challengers Bangalore,23,12
4,V Kohli,Royal Challengers Bangalore,23,14
4,AM Nayar,Mumbai Indians,20,14
4,PR Shah,Mumbai Indians,19,23
4,S Chanderpaul,Royal Challengers Bangalore,16,11
4,L Ronchi,Mumbai Indians,8,10
4,B Akhil,Royal Challengers Bangalore,3,5
4,Harbhajan Singh,Mumbai Indians,2,2
4,DJ Thornely,Mumbai Indians,0,5
5,DJ Hussey,Kolkata Knight Riders,38,43
5,A Symonds,Deccan Chargers,32,39
5,AC Gilchrist,Deccan Chargers,23,22
5,Y Venugopal Rao,Deccan Chargers,14,14
5,SB Bangar,Deccan Chargers,14,10
5,SC Ganguly,Kolkata Knight Riders,14,30
5,Mohammad Hafeez,Kolkata Knight Riders,13,13
5,AS Yadav,Deccan Chargers,10,10
5,WP Saha,Kolkata Knight Riders,10,17
5,SB Styris,Deccan Chargers,6,7
5,BB McCullum,Kolkata Knight Riders,5,5
5,LR Shukla,Kolkata Knight Riders,4,6
5,RP Singh,Deccan Chargers,1,2
5,VVS Laxman,Deccan Chargers,0,6
5,RG Sharma,Deccan Chargers,0,3
5,WPUJC Vaas,Deccan Chargers,0,1
5,RT Ponting,Kolkata Knight Riders,0,1
6,SR Watson,Rajasthan Royals,76,49
6,Yuvraj Singh,Kings XI Punjab,57,34
6,RA Jadeja,Rajasthan Royals,36,25
6,K Goel,Kings XI Punjab,26,21
6,PP Chawla,Kings XI Punjab,24,11
6,KC Sangakkara,Kings XI Punjab,20,8
6,DS Lehmann,Rajasthan Royals,17,16
6,JR Hopes,Kings XI Punjab,16,16
6,Kamran Akmal,Rajasthan Royals,15,10
6,IK Pathan,Kings XI Punjab,12,19
6,YK Pathan,Rajasthan Royals,7,5
6,M Kaif,Rajasthan Royals,5,8
6,S Sohal,Kings XI Punjab,4,4
6,DPMD Jayawardene,Kings XI Punjab,2,4
6,WA Mota,Kings XI Punjab,1,1
6,B Lee,Kings XI Punjab,0,2
7,V Sehwag,Delhi Daredevils,94,41
7,RG Sharma,Deccan Chargers,66,36
7,S Dhawan,Delhi Daredevils,25,28
7,Y Venugopal Rao,Deccan Chargers,14,22
7,A Symonds,Deccan Chargers,12,13
7,AS Yadav,Deccan Chargers,12,7
7,WPUJC Vaas,Deccan Chargers,12,6
7,G Gambhir,Delhi Daredevils,12,9
7,AC Gilchrist,Deccan Chargers,8,9
7,SB Bangar,Deccan Chargers,8,14
7,VVS Laxman,Deccan Chargers,2,6
7,Shahid Afridi,Deccan Chargers,2,7
7,RP Singh,Deccan Chargers,1,1
8,ML Hayden,Chennai Super Kings,81,46
8,SK Raina,Chennai Super Kings,53,37
8,AM Nayar,Mumbai Indians,45,20
8,RV Uthappa,Mumbai Indians,43,36
8,MS Dhoni,Chennai Super Kings,30,16
8,Harbhajan Singh,Mumbai Indians,28,14
8,DJ Bravo,Mumbai Indians,24,16
8,ST Jayasuriya,Mumbai Indians,20,11
8,SM Pollock,Mumbai Indians,17,15
8,PA Patel,Chennai Super Kings,14,11
8,MA Khote,Mumbai Indians,9,5
8,MEK Hussey,Chennai Super Kings,5,9
8,JDP Oram,Chennai Super Kings,5,2
8,S Badrinath,Chennai Super Kings,2,1
8,L Ronchi,Mumbai Indians,2,3
8,A Nehra,Mumbai Indians,1,2
9,A Symonds,Deccan Chargers,117,53
9,GC Smith,Rajasthan Royals,71,45
9,YK Pathan,Rajasthan Royals,61,28
9,RG Sharma,Deccan Chargers,36,30
9,M Kaif,Rajasthan Royals,34,16
9,SK Warne,Rajasthan Royals,22,9
9,VVS Laxman,Deccan Chargers,16,16
9,AS Yadav,Deccan Chargers,16,9
9,AC Gilchrist,Deccan Chargers,13,9
9,Kamran Akmal,Rajasthan Royals,12,9
9,Shahid Afridi,Deccan Chargers,10,4
9,SR Watson,Rajasthan Royals,4,6
9,Pankaj Singh,Rajasthan Royals,4,3
9,RA Jadeja,Rajasthan Royals,1,3
9,D Salunkhe,Rajasthan Royals,1,1
10,KC Sangakkara,Kings XI Punjab,94,56
10,DJ Bravo,Mumbai Indians,23,21
10,SM Pollock,Mumbai Indians,22,21
10,RV Uthappa,Mumbai Indians,21,18
10,K Goel,Kings XI Punjab,18,21
10,Yuvraj Singh,Kings XI Punjab,18,9
10,SS Tiwary,Mumbai Indians,17,10
10,B Lee,Kings XI Punjab,16,8
10,DPMD Jayawardene,Kings XI Punjab,12,7
10,L Ronchi,Mumbai Indians,11,8
10,MA Khote,Mumbai Indians,8,7
10,RR Sarwan,Kings XI Punjab,7,9
10,IK Pathan,Kings XI Punjab,6,3
10,VRV Singh,Kings XI Punjab,4,2
10,AM Nayar,Mumbai Indians,2,3
10,DS Kulkarni,Mumbai Indians,2,16
10,A Nehra,Mumbai Indians,2,10
10,ST Jayasuriya,Mumbai Indians,1,7
10,S Sohal,Kings XI Punjab,0,4
10,PP Chawla,Kings XI Punjab,0,1
10,S Sreesanth,Kings XI Punjab,0,1
10,Harbhajan Singh,Mumbai Indians,0,1
11,SR Watson,Rajasthan Royals,61,41
11,GC Smith,Rajasthan Royals,49,42
11,LRPL Taylor,Royal Challengers Bangalore,44,20
11,P Kumar,Royal Challengers Bangalore,34,30
11,YK Pathan,Rajasthan Royals,21,12
11,Z Khan,Royal Challengers Bangalore,17,18
11,V Kohli,Royal Challengers Bangalore,13,14
11,JH Kallis,Royal Challengers Bangalore,11,10
11,MV Boucher,Royal Challengers Bangalore,4,10
11,M Kaif,Rajasthan Royals,4,6
11,SB Joshi,Royal Challengers Bangalore,3,8
11,S Chanderpaul,Royal Challengers Bangalore,2,9
11,R Vinay Kumar,Royal Challengers Bangalore,1,1
11,R Dravid,Royal Challengers Bangalore,0,1
11,M Rawat,Rajasthan Royals,0,2
12,ML Hayden,Chennai Super Kings,70,49
12,MS Dhoni,Chennai Super Kings,43,27
12,LR Shukla,Kolkata Knight Riders,42,33
12,WP Saha,Kolkata Knight Riders,27,16
12,BB McCullum,Kolkata Knight Riders,24,12
12,PA Patel,Chennai Super Kings,21,27
12,Mohammad Hafeez,Kolkata Knight Riders,16,24
12,SC Ganguly,Kolkata Knight Riders,12,19
12,AB Agarkar,Kolkata Knight Riders,11,9
12,I Sharma,Kolkata Knight Riders,4,3
12,M Kartik,Kolkata Knight Riders,3,3
12,RT Ponting,Kolkata Knight Riders,0,1
12,DJ Hussey,Kolkata Knight Riders,0,2
13,AC Gilchrist,Deccan Chargers,109,47
13,VVS Laxman,Deccan Chargers,37,26
13,AM Nayar,Mumbai Indians,34,19
13,DJ Bravo,Mumbai Indians,34,18
13,SM Pollock,Mumbai Indians,31,31
13,ST Jayasuriya,Mumbai Indians,18,21
13,L Ronchi,Mumbai Indians,13,11
13,MA Khote,Mumbai Indians,7,10
13,RV Uthappa,Mumbai Indians,6,5
13,AM Rahane,Mumbai Indians,0,7
14,SM Katich,Kings XI Punjab,75,52
14,Yuvraj Singh,Kings XI Punjab,40,29
14,MK Tiwary,Delhi Daredevils,39,34
14,KD Karthik,Delhi Daredevils,24,14
14,Shoaib Malik,Delhi Daredevils,19,17
14,G Gambhir,Delhi Daredevils,18,14
14,MF Maharoof,Delhi Daredevils,18,12
14,R Bhatia,Delhi Daredevils,17,15
14,DPMD Jayawardene,Kings XI Punjab,15,14
14,IK Pathan,Kings XI Punjab,10,7
14,TM Srivastava,Kings XI Punjab,7,9
14,V Sehwag,Delhi Daredevils,6,6
14,VY Mahesh,Delhi Daredevils,6,5
14,KC Sangakkara,Kings XI Punjab,4,2
14,K Goel,Kings XI Punjab,1,3
14,B Lee,Kings XI Punjab,1,3
14,S Dhawan,Delhi Daredevils,0,3
15,MS Dhoni,Chennai Super Kings,65,30
15,LRPL Taylor,Royal Challengers Bangalore,53,34
15,W Jaffer,Royal Challengers Bangalore,50,33
15,MEK Hussey,Chennai Super Kings,47,37
15,SK Raina,Chennai Super Kings,28,17
15,PA Patel,Chennai Super Kings,21,17
15,JH Kallis,Royal Challengers Bangalore,14,10
15,ML Hayden,Chennai Super Kings,13,19
15,V Kohli,Royal Challengers Bangalore,12,7
15,B Chipli,Royal Challengers Bangalore,8,11
15,Z Khan,Royal Challengers Bangalore,8,6
15,P Kumar,Royal Challengers Bangalore,6,5
15,MV Boucher,Royal Challengers Bangalore,4,6
15,B Akhil,Royal Challengers Bangalore,2,3
15,DW Steyn,Royal Challengers Bangalore,1,2
15,R Dravid,Royal Challengers Bangalore,0,1
16,DJ Bravo,Mumbai Indians,64,53
16,LR Shukla,Kolkata Knight Riders,40,22
16,RV Uthappa,Mumbai Indians,37,37
16,DB Das,Kolkata Knight Riders,29,20
16,RT Ponting,Kolkata Knight Riders,19,31
16,ST Jayasuriya,Mumbai Indians,18,10
16,DJ Hussey,Kolkata Knight Riders,17,20
16,M Kartik,Kolkata Knight Riders,10,11
16,SC Ganguly,Kolkata Knight Riders,4,2
16,AM Rahane,Mumbai Indians,4,10
16,Mohammad Hafeez,Kolkata Knight Riders,2,6
16,AB Agarkar,Kolkata Knight Riders,2,6
16,BB McCullum,Kolkata Knight Riders,1,2
16,MK Pandey,Mumbai Indians,0,3
17,G Gambhir,Delhi Daredevils,86,54
17,JH Kallis,Royal Challengers Bangalore,54,44
17,S Dhawan,Delhi Daredevils,50,33
17,R Dravid,Royal Challengers Bangalore,38,30
17,MV Boucher,Royal Challengers Bangalore,31,17
17,LRPL Taylor,Royal Challengers Bangalore,29,15
17,V Sehwag,Delhi Daredevils,24,12
17,MK Tiwary,Delhi Daredevils,11,9
17,W Jaffer,Royal Challengers Bangalore,10,9
17,R Bhatia,Delhi Daredevils,8,5
17,Shoaib Malik,Delhi Daredevils,6,4
17,P Kumar,Royal Challengers Bangalore,6,5
17,KD Karthik,Delhi Daredevils,2,4
17,V Kohli,Royal Challengers Bangalore,1,1
18,SE Marsh,Kings XI Punjab,84,62
18,RG Sharma,Deccan Chargers,76,42
18,VVS Laxman,Deccan Chargers,48,34
18,DPMD Jayawardene,Kings XI Punjab,45,23
18,RR Sarwan,Kings XI Punjab,15,15
18,Yuvraj Singh,Kings XI Punjab,14,9
18,Shahid Afridi,Deccan Chargers,13,7
18,HH Gibbs,Deccan Chargers,7,9
18,AC Gilchrist,Deccan Chargers,6,6
18,SB Bangar,Deccan Chargers,3,8
18,D Kalyankrishna,Deccan Chargers,3,8
18,KC Sangakkara,Kings XI Punjab,3,4
18,RP Singh,Deccan Chargers,2,2
18,Y Venugopal Rao,Deccan Chargers,1,2
18,DNT Zoysa,Deccan Chargers,1,2
19,SA Asnodkar,Rajasthan Royals,60,34
19,YK Pathan,Rajasthan Royals,55,33
19,SC Ganguly,Kolkata Knight Riders,51,39
19,DJ Hussey,Kolkata Knight Riders,42,30
19,RA Jadeja,Rajasthan Royals,33,19
19,M Kaif,Rajasthan Royals,21,18
19,AB Agarkar,Kolkata Knight Riders,20,13
19,DB Das,Kolkata Knight Riders,11,13
19,SK Warne,Rajasthan Royals,7,8
19,Salman Butt,Kolkata Knight Riders,7,7
19,Sohail Tanvir,Rajasthan Royals,3,3
19,GC Smith,Rajasthan Royals,2,7
19,LR Shukla,Kolkata Knight Riders,2,2
19,Umar Gul,Kolkata Knight Riders,2,2
19,M Rawat,Rajasthan Royals,1,1
19,BJ Hodge,Kolkata Knight Riders,1,3
19,WP Saha,Kolkata Knight Riders,1,2
19,AB Dinda,Kolkata Knight Riders,1,3
19,I Sharma,Kolkata Knight Riders,1,1
19,SR Watson,Rajasthan Royals,0,1
20,V Sehwag,Delhi Daredevils,71,41
20,S Vidyut,Chennai Super Kings,54,37
20,G Gambhir,Delhi Daredevils,50,37
20,MS Dhoni,Chennai Super Kings,32,27
20,JA Morkel,Chennai Super Kings,28,16
20,AB de Villiers,Delhi Daredevils,26,21
20,PA Patel,Chennai Super Kings,21,20
20,S Dhawan,Delhi Daredevils,19,17
20,SP Fleming,Chennai Super Kings,13,13
20,S Badrinath,Chennai Super Kings,11,5
20,SK Raina,Chennai Super Kings,3,4
21,HH Gibbs,Deccan Chargers,47,34
21,AC Gilchrist,Deccan Chargers,46,37
21,Misbah-ul-Haq,Royal Challengers Bangalore,34,28
21,JH Kallis,Royal Challengers Bangalore,31,25
21,R Dravid,Royal Challengers Bangalore,31,21
21,CL White,Royal Challengers Bangalore,31,23
21,B Akhil,Royal Challengers Bangalore,27,7
21,Y Venugopal Rao,Deccan Chargers,26,12
21,RG Sharma,Deccan Chargers,17,16
21,V Kohli,Royal Challengers Bangalore,9,5
21,AS Yadav,Deccan Chargers,8,8
21,DB Ravi Teja,Deccan Chargers,7,7
21,W Jaffer,Royal Challengers Bangalore,5,5
21,RP Singh,Deccan Chargers,1,3
21,LPC Silva,Deccan Chargers,0,2
21,WPUJC Vaas,Deccan Chargers,0,3
22,DJ Hussey,Kolkata Knight Riders,71,46
22,WP Saha,Kolkata Knight Riders,59,32
22,SE Marsh,Kings XI Punjab,40,32
22,KC Sangakkara,Kings XI Punjab,28,21
22,IK Pathan,Kings XI Punjab,24,26
22,PP Chawla,Kings XI Punjab,21,7
22,JR Hopes,Kings XI Punjab,18,12
22,Yuvraj Singh,Kings XI Punjab,17,10
22,Mohammad Hafeez,Kolkata Knight Riders,13,12
22,DPMD Jayawardene,Kings XI Punjab,10,6
22,LR Shukla,Kolkata Knight Riders,7,10
22,K Goel,Kings XI Punjab,6,7
22,SC Ganguly,Kolkata Knight Riders,5,7
22,DB Das,Kolkata Knight Riders,5,8
22,BJ Hodge,Kolkata Knight Riders,1,3
22,AB Agarkar,Kolkata Knight Riders,1,2
23,V Sehwag,Delhi Daredevils,40,20
23,ST Jayasuriya,Mumbai Indians,34,16
23,SM Pollock,Mumbai Indians,33,15
23,DJ Thornely,Mumbai Indians,30,24
23,KD Karthik,Delhi Daredevils,28,23
23,Shoaib Malik,Delhi Daredevils,24,22
23,RV Uthappa,Mumbai Indians,22,21
23,AB de Villiers,Delhi Daredevils,21,17
23,YV Takawale,Mumbai Indians,14,20
23,SS Tiwary,Mumbai Indians,9,10
23,R Bhatia,Delhi Daredevils,9,8
23,RR Raje,Mumbai Indians,6,5
23,VY Mahesh,Delhi Daredevils,3,5
23,DJ Bravo,Mumbai Indians,2,4
23,AM Nayar,Mumbai Indians,2,6
23,PJ Sangwan,Delhi Daredevils,2,4
23,G Gambhir,Delhi Daredevils,1,9
23,S Dhawan,Delhi Daredevils,1,3
23,Mohammad Asif,Delhi Daredevils,0,1
23,GD McGrath,Delhi Daredevils,0,2
24,JA Morkel,Chennai Super Kings,42,33
24,GC Smith,Rajasthan Royals,35,44
24,SA Asnodkar,Rajasthan Royals,32,30
24,SK Raina,Chennai Super Kings,27,27
24,S Badrinath,Chennai Super Kings,15,14
24,SR Watson,Rajasthan Royals,14,8
24,M Ntini,Chennai Super Kings,11,12
24,YK Pathan,Rajasthan Royals,8,5
24,S Vidyut,Chennai Super Kings,5,10
24,MS Dhoni,Chennai Super Kings,1,7
24,MS Gony,Chennai Super Kings,1,4
24,PA Patel,Chennai Super Kings,0,1
24,SP Fleming,Chennai Super Kings,0,2
24,Joginder Sharma,Chennai Super Kings,0,1
24,M Muralitharan,Chennai Super Kings,0,3
25,R Dravid,Royal Challengers Bangalore,66,51
25,SE Marsh,Kings XI Punjab,39,34
25,V Kohli,Royal Challengers Bangalore,34,36
25,RR Sarwan,Kings XI Punjab,31,29
25,DPMD Jayawardene,Kings XI Punjab,17,22
25,IK Pathan,Kings XI Punjab,17,17
25,Misbah-ul-Haq,Royal Challengers Bangalore,8,7
25,JR Hopes,Kings XI Punjab,5,4
25,DT Patil,Royal Challengers Bangalore,4,1
25,A Kumble,Royal Challengers Bangalore,3,7
25,DW Steyn,Royal Challengers Bangalore,1,3
25,Yuvraj Singh,Kings XI Punjab,1,4
25,W Jaffer,Royal Challengers Bangalore,0,4
25,CL White,Royal Challengers Bangalore,0,1
25,JH Kallis,Royal Challengers Bangalore,0,3
25,P Kumar,Royal Challengers Bangalore,0,2
25,Z Khan,Royal Challengers Bangalore,0,1
26,AC Gilchrist,Deccan Chargers,54,36
26,SB Styris,Deccan Chargers,36,41
26,SK Raina,Chennai Super Kings,32,21
26,JA Morkel,Chennai Super Kings,29,19
26,MS Dhoni,Chennai Super Kings,23,31
26,RG Sharma,Deccan Chargers,23,17
26,Shahid Afridi,Deccan Chargers,20,6
26,Joginder Sharma,Chennai Super Kings,16,10
26,MS Gony,Chennai Super Kings,15,6
26,SP Fleming,Chennai Super Kings,14,16
26,HH Gibbs,Deccan Chargers,10,10
26,PA Patel,Chennai Super Kings,4,6
26,S Anirudha,Chennai Super Kings,1,7
26,S Badrinath,Chennai Super Kings,0,4
27,SA Asnodkar,Rajasthan Royals,39,36
27,RV Uthappa,Mumbai Indians,34,21
27,SR Watson,Rajasthan Royals,32,20
27,YV Takawale,Mumbai Indians,27,32
27,ST Jayasuriya,Mumbai Indians,18,20
27,AM Nayar,Mumbai Indians,12,13
27,SK Warne,Rajasthan Royals,7,7
27,Sohail Tanvir,Rajasthan Royals,6,6
27,GC Smith,Rajasthan Royals,5,9
27,M Kaif,Rajasthan Royals,4,7
27,YK Pathan,Rajasthan Royals,1,3
27,M Rawat,Rajasthan Royals,1,5
27,SK Trivedi,Rajasthan Royals,1,3
27,DJ Bravo,Mumbai Indians,1,5
27,RA Jadeja,Rajasthan Royals,0,1
27,MM Patel,Rajasthan Royals,0,1
28,G Gambhir,Delhi Daredevils,80,49
28,S Dhawan,Delhi Daredevils,59,46
28,SP Fleming,Chennai Super Kings,44,28
28,S Vidyut,Chennai Super Kings,40,23
28,MS Dhoni,Chennai Super Kings,33,33
28,JA Morkel,Chennai Super Kings,30,15
28,V Sehwag,Delhi Daredevils,23,18
28,MS Gony,Chennai Super Kings,13,5
28,CK Kapugedera,Chennai Super Kings,8,9
28,S Badrinath,Chennai Super Kings,8,5
28,KD Karthik,Delhi Daredevils,6,3
28,MK Tiwary,Delhi Daredevils,5,2
28,Shoaib Malik,Delhi Daredevils,2,3
28,SK Raina,Chennai Super Kings,1,2
28,AB de Villiers,Delhi Daredevils,0,1
29,MV Boucher,Royal Challengers Bangalore,50,40
29,CL White,Royal Challengers Bangalore,30,16
29,DJ Hussey,Kolkata Knight Riders,26,12
29,J Arunkumar,Royal Challengers Bangalore,22,17
29,SC Ganguly,Kolkata Knight Riders,20,22
29,M Kartik,Kolkata Knight Riders,17,13
29,WP Saha,Kolkata Knight Riders,17,10
29,T Taibu,Kolkata Knight Riders,15,12
29,LR Shukla,Kolkata Knight Riders,11,9
29,BJ Hodge,Kolkata Knight Riders,10,11
29,S Chanderpaul,Royal Challengers Bangalore,7,11
29,Umar Gul,Kolkata Knight Riders,6,2
29,R Dravid,Royal Challengers Bangalore,5,11
29,P Kumar,Royal Challengers Bangalore,4,2
29,A Chopra,Kolkata Knight Riders,2,5
30,YK Pathan,Rajasthan Royals,68,37
30,AC Gilchrist,Deccan Chargers,61,49
30,GC Smith,Rajasthan Royals,40,43
30,Y Venugopal Rao,Deccan Chargers,23,11
30,HH Gibbs,Deccan Chargers,19,20
30,M Kaif,Rajasthan Royals,17,14
30,SB Styris,Deccan Chargers,13,11
30,DB Ravi Teja,Deccan Chargers,6,8
30,RG Sharma,Deccan Chargers,5,8
30,SR Watson,Rajasthan Royals,5,2
30,SB Bangar,Deccan Chargers,3,6
30,RP Singh,Deccan Chargers,2,3
30,Shahid Afridi,Deccan Chargers,1,3
30,PP Ojha,Deccan Chargers,1,2
31,ST Jayasuriya,Mumbai Indians,54,37
31,SR Tendulkar,Mumbai Indians,40,43
31,CL White,Royal Challengers Bangalore,26,20
31,R Vinay Kumar,Royal Challengers Bangalore,23,17
31,SP Goswami,Royal Challengers Bangalore,20,24
31,RV Uthappa,Mumbai Indians,19,16
31,MV Boucher,Royal Challengers Bangalore,18,15
31,R Dravid,Royal Challengers Bangalore,11,16
31,P Kumar,Royal Challengers Bangalore,8,11
31,B Akhil,Royal Challengers Bangalore,5,4
31,Misbah-ul-Haq,Royal Challengers Bangalore,0,1
31,V Kohli,Royal Challengers Bangalore,0,1
32,S Badrinath,Chennai Super Kings,64,47
32,MS Dhoni,Chennai Super Kings,60,43
32,SE Marsh,Kings XI Punjab,58,38
32,IK Pathan,Kings XI Punjab,40,18
32,SK Raina,Chennai Super Kings,26,17
32,RR Sarwan,Kings XI Punjab,20,22
32,PP Chawla,Kings XI Punjab,17,15
32,JR Hopes,Kings XI Punjab,14,7
32,S Vidyut,Chennai Super Kings,8,4
32,DPMD Jayawardene,Kings XI Punjab,8,6
32,JA Morkel,Chennai Super Kings,7,6
32,Yuvraj Singh,Kings XI Punjab,2,5
32,SP Fleming,Chennai Super Kings,1,4
32,K Goel,Kings XI Punjab,1,7
32,VRV Singh,Kings XI Punjab,0,1
32,U Kaul,Kings XI Punjab,0,1
33,SC Ganguly,Kolkata Knight Riders,91,57
33,Y Venugopal Rao,Deccan Chargers,71,42
33,DJ Hussey,Kolkata Knight Riders,57,29
33,RG Sharma,Deccan Chargers,33,24
33,A Chopra,Kolkata Knight Riders,24,23
33,AC Gilchrist,Deccan Chargers,24,17
33,LR Shukla,Kolkata Knight Riders,14,3
33,DB Ravi Teja,Deccan Chargers,10,7
33,T Taibu,Kolkata Knight Riders,9,5
33,WPUJC Vaas,Deccan Chargers,9,8
33,RP Singh,Deccan Chargers,6,4
33,HH Gibbs,Deccan Chargers,5,7
33,SB Styris,Deccan Chargers,5,11
33,Salman Butt,Kolkata Knight Riders,4,4
33,SB Bangar,Deccan Chargers,2,4
34,SR Watson,Rajasthan Royals,74,40
34,MF Maharoof,Delhi Daredevils,39,16
34,G Gambhir,Delhi Daredevils,31,23
34,GC Smith,Rajasthan Royals,24,27
34,AB de Villiers,Delhi Daredevils,20,22
34,TM Dilshan,Delhi Daredevils,18,15
34,V Sehwag,Delhi Daredevils,17,20
34,KD Karthik,Delhi Daredevils,13,15
34,SK Warne,Rajasthan Royals,11,12
34,AD Mascarenhas,Rajasthan Royals,9,8
34,YK Pathan,Rajasthan Royals,8,13
34,RA Jadeja,Rajasthan Royals,6,6
34,M Rawat,Rajasthan Royals,5,4
34,A Mishra,Delhi Daredevils,4,5
34,NK Patel,Rajasthan Royals,4,2
34,S Dhawan,Delhi Daredevils,3,3
34,M Kaif,Rajasthan Royals,1,5
34,VY Mahesh,Delhi Daredevils,0,1
35,SE Marsh,Kings XI Punjab,74,51
35,MV Boucher,Royal Challengers Bangalore,39,32
35,LA Pomersbach,Kings XI Punjab,34,24
35,R Dravid,Royal Challengers Bangalore,29,26
35,JR Hopes,Kings XI Punjab,27,19
35,V Kohli,Royal Challengers Bangalore,21,22
35,Misbah-ul-Haq,Royal Challengers Bangalore,21,8
35,CL White,Royal Challengers Bangalore,10,14
35,P Kumar,Royal Challengers Bangalore,5,7
35,J Arunkumar,Royal Challengers Bangalore,1,3
35,R Vinay Kumar,Royal Challengers Bangalore,1,3
35,Z Khan,Royal Challengers Bangalore,1,4
35,A Kumble,Royal Challengers Bangalore,0,1
36,Salman Butt,Kolkata Knight Riders,48,44
36,DJ Hussey,Kolkata Knight Riders,31,31
36,A Mishra,Delhi Daredevils,31,32
36,TM Dilshan,Delhi Daredevils,25,19
36,A Chopra,Kolkata Knight Riders,13,17
36,LR Shukla,Kolkata Knight Riders,10,8
36,G Gambhir,Delhi Daredevils,10,7
36,MF Maharoof,Delhi Daredevils,10,12
36,MK Tiwary,Delhi Daredevils,9,7
36,SC Ganguly,Kolkata Knight Riders,7,4
36,T Taibu,Kolkata Knight Riders,7,9
36,AB de Villiers,Delhi Daredevils,7,12
36,S Dhawan,Delhi Daredevils,7,10
36,WP Saha,Kolkata Knight Riders,5,6
36,VY Mahesh,Delhi Daredevils,3,6
36,Iqbal Abdulla,Kolkata Knight Riders,1,2
36,V Sehwag,Delhi Daredevils,0,1
36,PJ Sangwan,Delhi Daredevils,0,1
37,ST Jayasuriya,Mumbai Indians,114,48
37,S Badrinath,Chennai Super Kings,53,33
37,MS Dhoni,Chennai Super Kings,43,35
37,SP Fleming,Chennai Super Kings,26,29
37,S Vidyut,Chennai Super Kings,16,11
37,RV Uthappa,Mumbai Indians,16,19
37,SR Tendulkar,Mumbai Indians,12,16
37,JA Morkel,Chennai Super Kings,5,4
37,SK Raina,Chennai Super Kings,1,6
37,CK Kapugedera,Chennai Super Kings,0,2
38,SE Marsh,Kings XI Punjab,115,69
38,NK Patel,Rajasthan Royals,57,39
38,JR Hopes,Kings XI Punjab,51,35
38,Yuvraj Singh,Kings XI Punjab,49,16
38,YK Pathan,Rajasthan Royals,39,15
38,Kamran Akmal,Rajasthan Royals,24,8
38,M Rawat,Rajasthan Royals,23,19
38,SR Watson,Rajasthan Royals,22,19
38,D Salunkhe,Rajasthan Royals,6,3
38,Younis Khan,Rajasthan Royals,3,7
38,LA Pomersbach,Kings XI Punjab,1,1
38,M Kaif,Rajasthan Royals,1,5
38,Pankaj Singh,Rajasthan Royals,1,5
39,G Gambhir,Delhi Daredevils,79,48
39,S Dhawan,Delhi Daredevils,68,52
39,RG Sharma,Deccan Chargers,35,18
39,Y Venugopal Rao,Deccan Chargers,34,18
39,Shahid Afridi,Deccan Chargers,33,14
39,SB Styris,Deccan Chargers,29,28
39,HH Gibbs,Deccan Chargers,22,22
39,MF Maharoof,Delhi Daredevils,19,11
39,TM Dilshan,Delhi Daredevils,16,6
39,AC Gilchrist,Deccan Chargers,14,9
39,DB Ravi Teja,Deccan Chargers,9,5
